label		fitness		size		width		height		num_rigid		num_soft		num_h		num_v		elongation		eccentricity		reward
0		4.31179		16		5		5		2		2		5		7		0.3186670856916245		0.8421052631578947		0.2231992,0.5554404444444444,1.1678769,1.4745197,1.5170869,1.5647264,1.7114676,1.7639204,1.7808758,1.7866525,1.8373560999999998,1.8542634,1.836957,1.7926824999999997,1.8036074999999996,1.8414388000000002,1.8423977,1.9158062,1.9491916,1.9465310000000002,1.9463241,1.9452405,1.9419517,1.9404312999999997,1.9526620000000001,1.9613925,1.9598019999999998,1.9682504,1.9718347999999999,1.9716498999999998,1.9751100999999998,1.9898122,2.0000045,2.0194962,2.0184118,2.0021774,2.0215695,2.0347398,2.0560774,2.0989049,2.1761074000000002,2.2144504999999994,2.232005,2.2535443,2.2568142,2.4602284,2.4135340000000003,2.9919450000000003,3.4941272,3.6135501,3.6748950999999996,4.165293299999999,4.215313699999999,4.2191989,4.218517,3.8755526000000002,3.8782107000000003,4.2226054,3.7583906,3.3425607,3.8096338000000003,4.232215,4.2463052999999995,4.257490000000001,4.2723775999999996,4.2835112,4.2847782,4.2934693,4.297029599999999,3.7979121,3.8030135,4.3029956,4.3020619,4.3026342,4.3036211,4.307207400000001,4.305326,4.3036311,3.8491273000000006,3.8479701,3.9392426,3.939818,4.3049464,4.306344200000001,4.297519,4.2972908,4.310204700000001,4.3085844,3.9584165,3.9597648999999997,4.3060735,4.3082817,4.3063862,3.501638,4.0096384,4.310044200000001,4.3103742,4.311449599999999,4.3120495,4.311788699999999
23		4.26575		16		5		5		3		4		3		6		0.21244472379441626		0.8		1.79625125,1.8087650000000002,1.8257512000000002,1.8358278000000001,1.8400046999999997,1.8472249,1.8510164999999996,1.8468858000000001,1.8477777,1.8445949000000001,1.8606289,1.8657305000000002,1.8596034000000004,1.8588457000000003,1.8572024000000003,1.8612837,1.8714277,1.8672046999999998,1.8646318999999998,1.5665205,1.8687146,1.8738000999999997,1.8729340999999997,1.8743947000000003,1.8779971,1.8782748999999999,1.8813832000000001,1.8784575000000001,1.8894971999999999,1.8905344,1.8912795,1.8989995999999998,1.9045273999999999,1.906008,1.905236,1.9099316000000002,1.9140327,1.9034403000000002,1.9004541999999998,1.9047736,1.9085495,1.9097001000000002,1.9165510000000001,1.9205109999999999,1.9148787999999999,1.9255268,1.9301171,1.9252226000000001,1.9245762,1.9248027000000003,1.9265720000000002,1.9263327000000001,1.9313520999999998,1.9415043,1.9419441000000002,1.9408309000000004,1.9390009,1.6358728,1.6406048000000002,1.9311761,1.5390260999999998,1.5541411,1.5443676,1.9682144000000001,1.9720043,1.9893379000000002,1.9987660000000003,2.0567775000000004,2.0774409999999994,2.0963083,2.1731127999999997,2.1734165000000005,2.1844305000000004,2.2286819,2.242267,2.2543927,2.2613532,2.2721316000000003,2.2776121,1.9794912999999998,1.7014439,2.2274959,3.1768200999999996,3.7603241000000005,3.7266029000000005,3.9544713000000002,4.0399348999999996,3.8191815,3.9347417,4.0959382,4.033481,4.0419195000000006,3.8410736,3.8803478000000005,4.157115699999999,4.1323101,4.083652,3.9771354000000003,3.7413193999999996,3.886972999999999
21		4.264295		14		5		5		2		2		3		7		0.3186670856916245		1.0		1.6625015,0.6378261249999999,0.8726825999999999,1.3731642000000002,1.107067,1.3673249,1.8976689,1.9185670000000001,1.9491554,1.9530767,1.9716661000000002,1.9700575,1.9737078999999997,1.9765827999999996,1.9730786999999999,1.9731687999999998,1.975854,1.9679558999999998,1.9743914,1.9813052,1.9834520000000002,1.983165,1.9847025000000003,1.9834713000000002,1.9943887,1.9909378,1.9957949,2.0011392,1.9908959999999998,2.0524492999999997,2.0597535999999996,2.0794867000000004,2.0838013,2.0845378,2.0718107,2.1476834000000005,2.1945397,2.2218258000000004,2.6249192999999997,2.6538237,2.5671610999999994,2.7119231,3.0127334,3.0192129999999997,3.2870602999999994,3.519299099999999,3.7810595,3.7698048999999996,3.860105,3.9627465,4.0440226,4.1253822,4.015576,4.026785800000001,4.0238262,4.1032621,4.1289295,4.108498599999999,4.133789,4.1158176,4.090095500000001,4.1170257999999995,4.0932004,4.117497999999999,4.1436817,4.2060201,4.234033,4.1753821,4.117583699999999,4.1185147,4.207220700000001,4.157077699999999,4.1510662,4.2051468000000005,4.1466066,4.1190558,4.1884123,4.16099,4.1850037,4.1298684,4.1303124,4.214940399999999,4.2150607,4.2372293,4.1806182,4.136195599999999,4.2192112999999996,4.1931036,4.182093499999999,4.2075829,4.2287909,4.2025641,4.1842825,4.2184943,4.164721200000001,4.1313405,4.1535636,4.164139799999999,4.1625969000000005,4.2119941
1		4.260023		14		5		5		2		3		5		4		0.3186670856916245		0.8235294117647058		0.8501012500000001,0.656103,0.5533487,1.3742231999999999,1.5265914,1.5737239,1.8472809,1.895176,1.9166481999999998,1.9217818000000002,1.9067233000000001,1.9068109,1.9388072,1.9645024000000002,1.9719400999999999,1.9749657000000003,1.9552623,1.9747681,1.978351,1.9694225999999997,1.9737954000000002,1.9780287,1.9804936000000002,1.9866126999999998,1.9658924,1.9914202999999997,1.9890729,1.9894249000000002,1.9911432999999998,1.9889192999999998,1.9983421,2.0079636,2.0083207,2.0118384,2.0134447,2.0055952,2.0112141,2.0097472,2.0102344000000003,2.0108120000000005,2.0132876000000004,2.0196482,2.0203443,2.0267615,2.0214724,2.0922001,2.1699393000000002,2.5925855999999996,3.1506393,3.9511133000000003,4.086976099999999,4.0893466,4.0602471,4.0822669000000005,3.6325355999999993,3.1252788000000007,3.642405900000001,4.105662799999999,4.0547626999999995,4.0529822,4.061919399999999,3.5795076999999997,3.5867863,4.073102499999999,4.093287999999999,4.1397751,4.1397334,4.117400000000001,4.0984227,4.1508746,4.1722456999999995,4.1497345,4.180994,4.1808658,4.178581100000001,4.2022116,4.1856684,4.1582214,4.1476839,4.103333699999999,4.0856544999999995,4.1155287000000005,4.114176,3.6305295,3.7077763,4.2450307,4.190778999999999,3.6223073999999995,3.6247388000000007,4.182659900000001,4.1817201,4.1386595999999995,4.1431035000000005,4.1425823,4.1975295,3.9248548999999997,3.383475,3.6975378,4.2398394,4.248995099999999
2		4.248419		14		5		5		2		3		3		6		0.3186670856916245		1.0		1.9161945,1.913781,1.9203503999999998,1.9242739,1.9239220999999997,1.9396559,1.9609858,1.9548422000000003,1.9554329,1.9618576,1.961976,1.9709545,1.9767133000000001,1.9802547000000001,1.9886847999999997,1.9943696,1.9969892000000002,2.0151763999999996,2.0126934,1.9957135000000001,2.0734085,2.0969252,2.1139499,2.1513278,2.2007255999999997,2.2302709999999997,2.2729264999999996,2.2748171,2.3115573,2.3164856,2.3252975,2.3590218,2.3722060999999997,2.3985092999999997,2.4835139999999996,2.4934496000000004,2.5479754,2.6259572,2.7144780000000006,2.7618824,2.8515555,2.85857,2.7685678,3.0072534000000006,3.2328226,3.4100369,3.6121111999999997,3.8666264999999997,3.8085194,3.7453545000000004,3.7177967,3.8103005000000003,3.9813113,4.0586174,4.114975,4.1171734,4.1496535,4.152644100000001,4.1774806,4.1505024,4.1820949,4.131114500000001,4.1047156000000005,4.128413500000001,4.1781982,4.1547812,4.1805572,4.2139714,4.1641852,4.1581886,4.1859239,4.1825426,4.158934,4.1634574,4.222050599999999,4.197480799999999,4.1878351,4.211422399999999,4.2353805,4.2027211,4.151512800000001,4.188131,4.214939200000001,4.1908539000000005,4.1655783,4.211692,4.215503,4.2064994,4.209055000000001,4.2094011,4.1761843999999995,4.176769299999999,4.1733572,4.148553099999999,4.1489227,4.2256027,4.2280064,4.236648799999999,4.211302000000001,4.1860576
3		4.247312		15		5		5		2		4		3		6		0.3186670856916245		0.8333333333333334		1.7616787500000002,1.7658175,1.7740322,1.8962245000000002,1.9376407,1.943423,1.9373651000000003,1.9495472999999996,1.9575156999999996,1.9597509,1.9540233,1.9623082999999997,1.9535721000000001,1.9535159,1.9575155,1.9624355000000002,1.9646242999999999,1.9527389999999998,1.9542952,1.9620272,1.9776543,1.9800453,1.9738777999999997,1.9754804,1.9701035,1.967359,1.9714717,1.9858709,1.992418,1.9995033999999996,1.9999173,1.9871742000000001,1.992335,1.9999547999999998,1.9981408000000003,1.9949679999999996,1.9943969,1.9955251,1.991293,1.9826576,2.0092480000000004,2.0276851000000002,2.021992,2.0216749,2.0278201000000005,2.1144061,2.0666113000000004,2.0459831,2.0310683999999997,2.1099845999999998,2.0963917,2.0623762999999995,1.9740706999999997,2.0410597999999998,2.1714343,2.2001950999999997,2.2014726999999996,2.2015843,2.2300398,2.2409027999999998,2.2413949000000004,2.2471124000000002,2.2568500000000005,2.2755023999999997,2.286558,2.3244865,2.3923528,2.6337637000000003,2.5789923999999997,2.5488038,2.8755057,3.1322031000000004,3.1167577,2.5474324,3.2683864999999996,3.1190317999999997,2.9398549,2.8526751,3.8348402,3.9014480999999996,3.8712762999999994,4.0467107,4.091484100000001,4.1757814,4.1439861,3.9815994000000003,3.9885968,4.1594166,4.1337861,4.079951799999999,4.0834343,4.083821800000001,4.107141199999999,4.1325155,4.1376645000000005,4.192061000000001,4.1665799,4.094733499999999,4.0983437,4.1485889
4		4.245054		14		5		5		2		3		4		5		0.3186670856916245		0.8235294117647058		1.7175765,1.6788475,1.6509214,1.7414738999999997,1.8209775999999998,1.8623593000000003,1.9346390000000002,1.9541734000000002,1.9155015000000002,1.9203265999999999,1.9434085999999997,1.9527645,1.9496709999999997,1.9435299000000001,1.9300424,1.9293230000000001,1.9269341,1.9225596,1.9165680999999999,1.95203,1.9253459999999998,1.9393202999999999,1.9500576000000003,1.9401215,1.9297240000000002,1.9433802,1.9623104999999998,1.9816292,1.9820012999999999,1.9815361,1.9838774999999997,1.9879159999999998,1.9837040000000001,1.9899141,1.9938941,1.9878352,1.9881828,1.9893703999999999,1.9942734000000002,1.9949222,1.9998266,2.0049751000000002,1.9954799,1.9920929000000005,1.9907811,2.0022609000000005,2.0078535,2.0078331,2.0092384,2.1966736000000004,2.2875213000000003,2.5035657000000002,2.9460122,2.5101985000000004,2.4713703000000002,2.4854133000000003,2.3729772,2.3802366,2.3868839,2.5680285,3.1372317,2.9888223,2.8374368,2.7286382,2.7668769,3.302087,3.5247197999999997,3.907563100000001,3.964894,3.9404533,4.182571,4.1897396,4.191553399999999,4.192949700000001,4.1568725,4.1575147,4.1768296,4.2004964000000005,4.2038045,4.210808800000001,4.2202489,4.224589400000001,4.2030084,4.2016515,4.1970746000000005,4.2227847999999994,4.2020043,3.9626218,3.9859782000000004,4.2028797,4.2063705,4.2252665,4.2263843,4.229054700000001,4.228011,4.2304444,4.2334586,4.2126098999999995,4.2101175,4.209943699999999
11		4.224029		14		5		5		2		3		2		7		0.3186670856916245		1.0		1.8824400000000003,1.7281901250000002,1.7573991,1.8276589,1.8386758999999997,1.9242142000000002,1.9203827000000004,1.9048517,1.9065075,1.9451174999999998,1.9381496000000002,1.9461378,1.9431987999999998,1.9514023999999999,1.9613358,1.9573325000000001,1.9593796,1.9632493999999998,1.9571117,1.9475276000000001,1.951277,1.9563055999999999,1.9709062999999998,1.9810509,1.9765013,1.9747913000000001,1.9810591,1.9837058000000003,1.9853824,1.9839251999999998,1.9762629999999999,1.9838892000000001,1.9841024999999999,1.9867757000000001,1.9887743999999998,2.0058865999999997,2.0051537999999995,2.0069798000000003,2.1105560999999997,2.1588325999999998,2.1994141,2.2786111,2.2835136,2.2928539999999997,2.2972912,2.2907936999999996,2.2880966,2.2885638,2.2986053999999996,2.2984907999999997,2.3086976,2.3167058000000003,2.3167434,2.3358467000000003,2.3402955000000003,2.3406713000000003,2.3472807,2.3526799,2.3546738999999994,2.3544592,2.3575110999999995,2.3611166,2.3679274,2.3738109,2.3685599,2.3713337,2.5590821000000004,2.592702,2.4142351,2.9454415999999997,2.9268295,2.3978669999999997,2.8163902,2.813218,3.6041228000000003,3.3946973999999996,3.0802758999999997,3.0545681,2.6021709,2.5944431000000003,2.9602616000000004,3.0341109000000004,3.1698034999999996,3.06753,3.2460954,3.6804344,3.7298008000000005,3.7966226,3.9642440999999997,3.9742434,3.7767566,3.8207256999999997,4.1295957,4.078934599999999,4.130082,4.2111138,4.1914688,4.1631613000000005,4.1249111,4.135088999999999
5		4.219875		15		5		5		2		2		5		6		0.3186670856916245		0.8333333333333334		0.6580509999999999,0.67745875,0.9804770999999999,1.4235266,1.6162354,1.6766540000000003,1.721743,1.7222272,1.7243434,1.7291637000000002,1.7515525,1.7420998,1.7506738,1.7587977,1.7822421000000002,1.8101390000000002,1.8399768,1.8294934999999999,1.8727363000000001,1.9157783000000002,1.9541837999999998,1.9575619,1.9661719999999998,1.970917,1.9632286,1.9628333999999998,1.9713217,1.9813734999999997,1.9793387,1.9813097,1.9824045,1.9925049000000001,2.0019424,1.9975141,1.9952629000000002,2.0057006,2.0042656,2.0033034,2.0115686,2.0146241,2.0192341,2.0171281,2.0042037000000006,2.0034907,2.0118066,2.0227459999999997,2.0135765999999995,1.7329865999999998,1.4430802000000003,1.4294349,1.4387937000000002,1.7319492,2.0215692,2.0504828,2.0781432,2.0922911999999996,1.8086859999999998,1.5118615,1.5130284,1.8201705999999997,2.125362,2.1238623,2.0991695,2.0990803,1.8209858999999997,1.5192974000000001,1.5143685999999998,1.8246092999999999,2.1317535,2.1247949000000004,2.1530338,2.1777589,1.2931808999999999,1.9076978,1.3169888,1.6898092999999998,2.2975073999999998,2.2384675,1.9367168,1.9484624,2.2559802,2.4208364999999996,2.1768547000000003,2.0958213999999997,2.6064878,2.6143308000000003,3.1417677,3.2230611000000002,2.7681473,3.5398278999999997,3.2997034999999997,3.3130329000000005,3.9730558,4.0558233999999995,4.139038600000001,4.132565,4.1758907999999995,4.2150742,4.2259532,3.7161354
20		4.211973		14		5		5		2		4		3		5		0.3186670856916245		1.0		1.951035,1.940963875,1.9419502000000002,1.9429027,1.9454542,1.9530186999999999,1.9495270000000002,1.9472496,1.9501406,1.9523851,1.9596547000000002,1.9574032000000003,1.9569642999999999,1.9569633999999998,1.9589785999999996,1.9588771999999999,1.9618295,1.9678653999999998,1.9671458000000002,1.9710725,1.9720713,1.9759822,1.9752662,1.9724715,1.9685442999999996,1.9735844999999999,1.9722467,1.9742957,1.9760763000000001,1.9774015999999999,1.9856390000000002,1.9912310000000002,1.9919169,1.9931393,1.9988727999999998,2.0016695,2.0005327,2.0011865,2.0004796,2.0057213000000003,2.0155762,2.0177713000000006,2.0148489,2.0150128,2.0222912000000006,2.0347221,2.0514792999999996,2.0723689999999997,2.1042264000000004,2.2113547000000002,2.2558265000000004,2.2727359,2.2777035999999997,2.2893646,2.2942154,2.2930151000000003,2.3109608,2.3117969,2.3118567000000003,2.3129405000000003,2.318796,2.318143,2.3199129999999997,2.3268922000000005,2.3285388,2.3627849,2.4044996999999997,2.3850524,2.4405433,2.4849500000000004,2.5004583,2.576482,2.601133,2.5746892000000003,2.9983774,3.0249964,2.9576979999999997,3.2632668000000002,3.6316033999999995,3.5100843,3.5428874,3.8543979999999998,3.5000805,3.5967752999999996,3.8029562999999995,3.9772190000000003,3.9569531,3.9596194,4.028810399999999,3.9971727,3.9448959,3.9862123999999994,3.9743595,4.001435,4.007077800000001,4.0364731,4.0907134,4.090319300000001,3.9778398000000004,3.9630648
